Round,PROS,CED,BW,WW,YW,ADG,DMI,Milk,ME,HPG,CEM,STAY,Marb,YG,CW,REA,FAT,HB,GM,TargetsAchieved,PROS_Achieved,CED_Achieved,BW_Achieved,WW_Achieved,YW_Achieved,ADG_Achieved,DMI_Achieved,Milk_Achieved,ME_Achieved,HPG_Achieved,CEM_Achieved,STAY_Achieved,Marb_Achieved,YG_Achieved,CW_Achieved,REA_Achieved,FAT_Achieved,HB_Achieved,GM_Achieved
1,135.30769230769232,14.794871794871796,-3.2717948717948717,58.05982905982906,91.67521367521367,0.2105982905982906,0.5417948717948718,26.376068376068375,-1.5299145299145298,11.290598290598291,8.094017094017094,18.153846153846153,0.5693162393162393,-0.008034188034188035,16.666666666666668,0.13230769230769232,0.0005982905982905984,77.96581196581197,57.35897435897436,10.752136752136753,0.8717948717948718,0.8461538461538461,0.6581196581196581,0.20512820512820512,0.3162393162393162,0.06837606837606838,0.6837606837606838,0.36752136752136755,0.5384615384615384,0.4188034188034188,0.7606837606837606,0.7008547008547008,0.8205128205128205,0.6581196581196581,0.18803418803418803,0.36752136752136755,0.5726495726495726,0.7777777777777778,0.9316239316239316
