"RAAA#,Sex,",An,"imalID,Cow,Bull,Name,,,DOB",",BrdCds,PROS,CED,BW,WW,YW,ADG,DMI,Milk,ME,HPG,CEM,STAY,Marb,YG,CW,REA,FAT,HB,GM"
"PM683,,L20",-,"1278J,L20,1278J,HHOLL L20","- SLB AUTHORITY 1278J,,,,,119,15,-3,65,96,0.2,0.62,31,-7,9,8,15,0.65,-0.1,13,0.22,-0.02,62,56"
"PM690,,L22",-,"1278J,L22,1278J,HHOLL L22","- SLB AUTHORITY 1278J,,,,,113,15,-3.4,61,89,0.18,0.48,29,-7,9,8,15,0.6,-0.1,12,0.17,-0.02,59,53"
"PM700,,L28",-,"8269,L28,8269,HHOLL L28 -","FEDDES DEFENDER Y17-8269,,,,,121,15,-3,58,87,0.18,0.5,28,-3,11,8,18,0.6,-0.05,6,0.19,0.01,75,47"
"PM704,,L29",-,"1278J,L29,1278J,HHOLL L29","- SLB AUTHORITY 1278J,,,,,113,15,-4.1,55,81,0.16,0.4,30,-7,9,8,14,0.65,-0.12,10,0.22,-0.02,54,59"
"PM705,,L29",-,"D172,L29,D172,HHOLL L29 -","VF SILVER BOW D172,,,,,133,14,-3,57,96,0.24,0.7,22,-2,13,8,16,0.6,-0.04,13,0.19,0,72,62"
"PM718,,L32",-,"1278J,L32,1278J,HHOLL L32","- SLB AUTHORITY 1278J,,,,,142,15,-3.8,61,97,0.22,0.56,28,-3,10,9,17,0.62,-0.04,26,0.2,-0.02,70,72"
"PM725,,L33",-,"1278J,L33,1278J,HHOLL L33","- SLB AUTHORITY 1278J,,,,,134,14,-2.9,60,93,0.2,0.54,28,-5,9,9,18,0.51,-0.07,18,0.22,-0.02,78,56"
"PM735,,L44",-,"8269,L44,8269,HHOLL L44 -","FEDDES DEFENDER Y17-8269,,,,,120,16,-4,56,85,0.18,0.5,30,-3,11,8,18,0.61,0.02,7,-0.01,0.01,73,48"
"PM746,,L58",-,"1278J,L58,1278J,HHOLL L58","- SLB AUTHORITY 1278J,,,,,129,16,-4.5,56,85,0.18,0.4,29,-5,9,9,16,0.64,-0.12,14,0.32,-0.02,64,65"
"PM747,,L58",-,"D172,L58,D172,HHOLL L58 -","VF SILVER BOW D172,,,,,149,15,-3.4,59,100,0.26,0.7,21,0,13,9,18,0.6,-0.04,16,0.3,0.01,81,67"
"PM751,,L60",-,"9191G,L60,9191G,HHOLL L60","- LSF SRR CONTROL 9191G,,,,,146,16,-4.9,58,93,0.22,0.6,30,1,13,9,17,0.82,0.01,17,0.19,0.02,73,74"
"PM753,,L60",-,"1278J,L60,1278J,HHOLL L60","- SLB AUTHORITY 1278J,,,,,122,15,-3.8,58,86,0.18,0.52,33,-5,9,8,16,0.6,-0.12,16,0.32,-0.02,63,59"
"PM754,,L60",-,"D172,L60,D172,HHOLL L60 -","VF SILVER BOW D172,,,,,143,14,-2.7,61,102,0.25,0.83,24,0,13,8,18,0.55,-0.04,18,0.29,0,81,62"
"PM768,,L63",-,"D172,L63,D172,HHOLL L63 -","VF SILVER BOW D172,,,,,142,12,-1,70,114,0.28,0.96,24,3,13,7,18,0.54,-0.05,22,0.35,0,79,63"
"PM774,,L64",-,"1278J,L64,1278J,HHOLL L64","- SLB AUTHORITY 1278J,,,,,130,16,-4.9,55,85,0.19,0.51,31,-4,9,9,16,0.65,-0.12,16,0.34,-0.02,63,67"
"PM775,,L64",-,"D172,L64,D172,HHOLL L64 -","VF SILVER BOW D172,,,,,150,15,-3.8,58,100,0.26,0.82,23,1,13,9,18,0.6,-0.04,18,0.31,0.01,81,70"
"PM795,,L73",-,"1278J,L73,1278J,HHOLL L73","- SLB AUTHORITY 1278J,,,,,116,15,-3.4,57,85,0.17,0.48,32,-5,9,8,15,0.65,-0.12,11,0.24,-0.02,58,58"
"PM802,,L78",-,"1278J,L78,1278J,HHOLL L78","- SLB AUTHORITY 1278J,,,,,118,17,-4.6,57,82,0.16,0.4,31,-7,9,9,16,0.56,-0.07,11,0.17,-0.01,68,50"
"PM809,,L88",-,"1278J,L88,1278J,HHOLL L88","- SLB AUTHORITY 1278J,,,,,111,16,-4.1,58,85,0.17,0.46,30,-8,9,8,15,0.64,-0.11,9,0.18,-0.02,57,54"
"PM810,,L88",-,"D172,L88,D172,HHOLL L88 -","VF SILVER BOW D172,,,,,132,14,-3,61,100,0.24,0.76,21,-3,13,8,17,0.6,-0.03,12,0.15,0,75,57"
"PM2,,K06 -",9,"191G,K06,9191G,HHOLLK06 -","LSF SRR CONTROL 9191G,,,,,137,16,-4.6,47,73,0.17,0.15,26,-2,13,9,19,0.62,0.05,10,-0.05,0.01,84,54"
"PM9,,L10 -",9,"191G,L10,9191G,HHOLLL10 -","LSF SRR CONTROL 9191G,,,,,155,16,-3.7,51,79,0.17,0.16,25,-4,13,9,20,0.64,0.06,12,-0.03,0.01,99,56"
"PM32,,N46",-,"1278J,N46,1278J,HHOLLN46 -","SLB AUTHORITY 1278J,,,,,117,16,-4.5,54,77,0.14,0.36,32,-8,9,9,18,0.42,-0.07,12,0.1,-0.02,79,38"
"PM34,,N46",-,"Z124G,N46,Z124G,HHOLLN46 -","LASO SPLASH Z124G,,,,,114,15,-3.5,54,81,0.17,0.53,30,-2,9,7,17,0.52,-0.11,14,0.33,-0.01,65,49"
"PM35,,N46",-,"8269,N46,8269,HHOLLN46 - F","EDDES DEFENDER Y17-8269,,,,,106,16,-4.2,53,76,0.14,0.44,30,-7,11,8,19,0.4,0,2,-0.06,0,84,23"
"PM37,,A60",-,"9191G,A60,9191G,HHOLLA60 -","LSF SRR CONTROL 9191G,,,,,153,16,-3.7,54,84,0.19,0.38,30,0,13,9,21,0.64,0.05,13,0,0.01,100,53"
"PM44,,C16",-,"9191G,C16,9191G,C16 - LSF","SRR CONTROL 9191G,,,,,154,16,-4.4,55,84,0.18,0.28,25,-2,13,9,21,0.62,0.06,12,-0.03,0.01,103,50"
"PM51,,C19",-,"9191G,C19,9191G,C19 - LSF","SRR CONTROL 9191G,,,,,144,17,-4.7,57,87,0.19,0.43,29,-1,13,9,20,0.62,0.06,15,-0.03,0.01,94,50"
"PM53,,C19",-,"1278J,C19,1278J,C19 - SLB","AUTHORITY 1278J,,,,,121,15,-3.5,57,80,0.15,0.36,32,-7,8,8,19,0.4,-0.08,13,0.11,-0.02,85,36"
"PM55,,C19",-,"Z124G,C19,Z124G,C19 - LASO","SPLASH Z124G,,,,,118,14,-2.4,57,85,0.18,0.53,30,-1,9,7,19,0.5,-0.11,14,0.34,-0.01,70,47"
"PM58,,C66",-,"9191G,C66,9191G,C66 - LSF","SRR CONTROL 9191G,,,,,139,17,-4.9,55,85,0.19,0.36,26,-2,13,9,19,0.63,0.06,12,-0.04,0.01,88,51"
"PM65,,C12",-,"9191G,C12,9191G,C12 - LSF","SRR CONTROL 9191G,,,,,139,16,-3.7,59,89,0.19,0.45,31,1,13,8,20,0.62,0.06,13,-0.03,0.01,91,49"
"PM72,,C14",-,"9191G,C14,9191G,C14 - LSF","SRR CONTROL 9191G,,,,,146,16,-4.4,54,85,0.19,0.22,23,-2,13,9,19,0.63,0.06,12,-0.04,0.01,91,55"
"PM81,,C28",-,"1278J,C28,1278J,C28 - SLB","AUTHORITY 1278J,,,,,126,16,-3.8,54,77,0.15,0.29,31,-6,8,9,20,0.41,-0.09,13,0.14,-0.02,85,41"
"PM83,,C28",-,"Z124G,C28,Z124G,C28 - LASO","SPLASH Z124G,,,,,123,14,-2.8,53,81,0.18,0.46,29,0,9,7,19,0.51,-0.12,15,0.37,-0.01,71,52"
"PM84,,C28",-,"8269,C28,8269,C28 - FEDDES","DEFENDER Y17-8269,,,,,115,15,-3.5,53,76,0.15,0.37,30,-4,10,8,21,0.39,-0.01,4,-0.02,0,90,25"
"PM86,,C47",-,"9191G,C47,9191G,C47 - LSF","SRR CONTROL 9191G,,,,,151,15,-3.7,55,86,0.2,0.44,30,1,13,9,21,0.63,0.06,15,0.02,0.01,96,56"
"PM100,,C17",-,"9191G,C17,9191G,C17 - LSF","SRR CONTROL 9191G,,,,,152,16,-4.5,58,90,0.2,0.4,26,-2,13,10,20,0.65,0.06,15,0,0.01,96,56"
"PM114,,D19",-,"9191G,D19,9191G,D19 - LSF","SRR CONTROL 9191G,,,,,147,18,-5.3,51,80,0.19,0.32,26,-2,13,11,18,0.68,0.07,11,0,0.02,90,57"
"PM117,,D19",-,"D172,D19,D172,D19 - VF SI","LVER BOW D172,,,,,144,15,-3,54,89,0.22,0.55,20,-2,13,10,20,0.41,0.01,12,0.1,0.01,98,46"
"PM121,,D10",-,"9191G,D10,9191G,D10 - LSF","SRR CONTROL 9191G,,,,,158,18,-5.3,50,79,0.18,0.18,23,-3,14,11,20,0.67,0.06,9,-0.03,0.02,102,56"
"PM128,,D23",-,"9191G,D23,9191G,D23 - LSF","SRR CONTROL 9191G,,,,,149,17,-4.9,50,79,0.18,0.32,26,-2,14,10,19,0.69,0.07,10,-0.03,0.02,93,57"
"PM130,,D23",-,"1278J,D23,1278J,D23 - SLB","AUTHORITY 1278J,,,,,126,16,-3.7,50,73,0.14,0.25,29,-7,9,9,19,0.48,-0.07,8,0.11,-0.01,83,42"
"PM135,,E29",-,"9191G,E29,9191G,E29 - LSF","SRR CONTROL 9191G,,,,,155,16,-3.8,54,84,0.19,0.37,28,-2,13,10,21,0.63,0.05,14,0,0.01,101,54"
"PM142,,E30",-,"9191G,E30,9191G,E30 - LSF","SRR CONTROL 9191G,,,,,147,16,-4.2,53,83,0.18,0.31,27,-2,13,9,19,0.62,0.06,15,-0.01,0.01,92,55"
"PM149,,E59",-,"9191G,E59,9191G,E59 - LSF","SRR CONTROL 9191G,,,,,149,15,-3.1,57,89,0.2,0.37,27,-2,13,9,20,0.62,0.06,17,0.02,0.01,92,56"
"PM164,,F08",-,"1181J,F08,1181J,F08 - LSF","SRR CHARTER 1181J,,,,,161,13,-1.5,68,113,0.28,0.8,25,1,12,7,20,0.55,0.07,35,0.12,0,87,74"
"PM166,,F08",-,"D172,F08,D172,F08 - VF SI","LVER BOW D172,,,,,164,13,-1.5,65,111,0.28,0.84,20,-1,14,8,21,0.47,0.01,20,0.2,0.01,106,58"
"PM173,,F19",-,"D172,F19,D172,F19 - VF SI","LVER BOW D172,,,,,138,16,-3.5,50,83,0.21,0.42,20,-4,14,10,18,0.41,0.01,13,0.11,0.01,89,49"
"PM174,,F19",-,"Z124G,F19,Z124G,F19 - LAS","O SPLASH Z124G,,,,,115,15,-3.5,47,72,0.16,0.29,27,-3,10,8,16,0.56,-0.11,12,0.38,0,57,58"
"PM177,,F21",-,"9191G,F21,9191G,F21 - LSF","SRR CONTROL 9191G,,,,,152,15,-4.2,58,92,0.21,0.41,25,-2,13,9,19,0.7,0.06,15,0.02,0.02,90,62"
"PM191,,F81",-,"9191G,F81,9191G,F81 - LSF","SRR CONTROL 9191G,,,,,148,18,-6.1,52,83,0.2,0.37,29,0,13,10,19,0.69,0.06,14,0.04,0.02,85,63"
"PM195,,F81",-,"Z124G,F81,Z124G,F81 - LAS","O SPLASH Z124G,,,,,121,15,-3.9,51,81,0.19,0.47,30,0,9,7,18,0.57,-0.11,14,0.4,0,61,60"
"PM198,,F83",-,"9191G,F83,9191G,F83 - LSF","SRR CONTROL 9191G,,,,,142,16,-4.8,58,90,0.2,0.47,29,2,13,10,19,0.63,0.05,17,0.03,0.01,86,56"
"PM200,,F83",-,"1278J,F83,1278J,F83 - SLB","AUTHORITY 1278J,,,,,118,15,-3.6,58,83,0.16,0.39,32,-4,8,9,18,0.42,-0.08,15,0.16,-0.02,76,42"
"PM203,,F83",-,"8269,F83,8269,F83 - FEDDE","S DEFENDER Y17-8269,,,,,107,15,-3.3,57,82,0.16,0.48,31,-2,10,8,19,0.4,-0.01,6,0,0,81,26"
"PM205,,G07",-,"9191G,G07,9191G,HHOLL G07","- LSF SRR CONTROL 9191G,,,,,151,17,-4.9,50,79,0.18,0.26,20,-3,14,10,19,0.69,0.07,11,-0.01,0.02,93,59"
"PM215,,G10",-,"D172,G10,D172,HHOLL G10 -","VF SILVER BOW D172,,,,,138,15,-3.3,52,89,0.23,0.48,22,-2,13,9,19,0.41,0.01,13,0.11,0.01,86,52"
"PM226,,G22",-,"9191G,G22,9191G,HHOLL G22","- LSF SRR CONTROL 9191G,,,,,151,17,-4.9,58,92,0.21,0.46,29,0,13,9,19,0.69,0.06,15,0.08,0.02,89,62"
"PM237,,G25",-,"Z124G,G25,Z124G,HHOLL G25","- LASO SPLASH Z124G,,,,,128,15,-3.1,57,87,0.19,0.51,28,-1,10,7,19,0.56,-0.11,14,0.42,0,73,56"
"PM247,,G34",-,"9191G,G34,9191G,HHOLL G34","- LSF SRR CONTROL 9191G,,,,,152,18,-5.6,52,81,0.18,0.31,24,-3,14,10,19,0.68,0.06,11,0,0.02,96,56"
"PM254,,G35",-,"9191G,G35,9191G,HHOLL G35","- LSF SRR CONTROL 9191G,,,,,152,17,-4.8,58,89,0.19,0.5,31,0,13,9,22,0.63,0.06,13,-0.01,0.01,103,49"
"PM256,,G35",-,"1278J,G35,1278J,HHOLL G35","- SLB AUTHORITY 1278J,,,,,129,15,-3.6,58,82,0.15,0.43,33,-6,9,8,21,0.42,-0.08,12,0.12,-0.02,94,35"
